, acc 1
2019-04-15T11:33:36.936040: step 14320, loss 0.000213632, acc 1
2019-04-15T11:33:37.079657: step 14321, loss 3.54797e-06, acc 1
2019-04-15T11:33:37.215296: step 14322, loss 0.000267214, acc 1
2019-04-15T11:33:37.347939: step 14323, loss 3.24716e-05, acc 1
2019-04-15T11:33:37.488562: step 14324, loss 3.02469e-05, acc 1
2019-04-15T11:33:37.638166: step 14325, loss 5.0645e-05, acc 1
2019-04-15T11:33:37.770809: step 14326, loss 1.67638e-08, acc 1
2019-04-15T11:33:37.906487: step 14327, loss 7.25192e-05, acc 1
2019-04-15T11:33:38.040087: step 14328, loss 1.22969e-05, acc 1
2019-04-15T11:33:38.180713: step 14329, loss 0.00182336, acc 1
2019-04-15T11:33:38.318345: step 14330, loss 5.96046e-08, acc 1
2019-04-15T11:33:38.452984: step 14331, loss 2.94748e-05, acc 1
2019-04-15T11:33:38.597602: step 14332, loss 0.000273938, acc 1
2019-04-15T11:33:38.739256: step 14333, loss 7.72979e-07, acc 1
2019-04-15T11:33:38.872861: step 14334, loss 2.21089e-06, acc 1
2019-04-15T11:33:39.011490: step 14335, loss 0.000115864, acc 1
2019-04-15T11:33:39.145132: step 14336, loss 2.18158e-05, acc 1
2019-04-15T11:33:39.287752: step 14337, loss 1.82163e-06, acc 1
2019-04-15T11:33:39.422391: step 14338, loss 9.39115e-05, acc 1
2019-04-15T11:33:39.564011: step 14339, loss 4.77742e-06, acc 1
2019-04-15T11:33:39.704667: step 14340, loss 6.38879e-07, acc 1
2019-04-15T11:33:39.841272: step 14341, loss 9.44336e-07, acc 1
2019-04-15T11:33:39.975910: step 14342, loss 1.11759e-08, acc 1
2019-04-15T11:33:40.112544: step 14343, loss 7.31343e-05, acc 1
2019-04-15T11:33:40.248182: step 14344, loss 0.000290352, acc 1
2019-04-15T11:33:40.402768: step 14345, loss 3.86993e-05, acc 1
2019-04-15T11:33:40.538405: step 14346, loss 5.63652e-05, acc 1
2019-04-15T11:33:40.679066: step 14347, loss 0.00168004, acc 1
2019-04-15T11:33:40.812672: step 14348, loss 2.26064e-05, acc 1
2019-04-15T11:33:40.947313: step 14349, loss 0.000455051, acc 1
2019-04-15T11:33:41.083946: step 14350, loss 0.00954488, acc 1
2019-04-15T11:33:41.217589: step 14351, loss 1.99846e-05, acc 1
2019-04-15T11:33:41.352228: step 14352, loss 3.24273e-06, acc 1
2019-04-15T11:33:41.493852: step 14353, loss 1.56653e-05, acc 1
2019-04-15T11:33:41.636468: step 14354, loss 1.4209e-05, acc 1
2019-04-15T11:33:41.772106: step 14355, loss 8.60798e-05, acc 1
2019-04-15T11:33:41.905749: step 14356, loss 3.48638e-05, acc 1
2019-04-15T11:33:42.041385: step 14357, loss 0.00169105, acc 1
2019-04-15T11:33:42.177022: step 14358, loss 3.04946e-05, acc 1
2019-04-15T11:33:42.310665: step 14359, loss 2.7965e-05, acc 1
2019-04-15T11:33:42.445305: step 14360, loss 6.70551e-08, acc 1
2019-04-15T11:33:42.581940: step 14361, loss 2.01903e-06, acc 1
2019-04-15T11:33:42.726589: step 14362, loss 0.000107836, acc 1
2019-04-15T11:33:42.860195: step 14363, loss 0.00220334, acc 1
2019-04-15T11:33:42.994835: step 14364, loss 8.15381e-06, acc 1
2019-04-15T11:33:43.130473: step 14365, loss 1.13621e-07, acc 1
2019-04-15T11:33:43.272093: step 14366, loss 1.24608e-06, acc 1
2019-04-15T11:33:43.411720: step 14367, loss 1.37835e-07, acc 1
2019-04-15T11:33:43.549378: step 14368, loss 0.000101533, acc 1
2019-04-15T11:33:43.688979: step 14369, loss 2.16644e-05, acc 1
2019-04-15T11:33:43.834590: step 14370, loss 1.97578e-05, acc 1
2019-04-15T11:33:43.972223: step 14371, loss 5.17698e-05, acc 1
2019-04-15T11:33:44.107860: step 14372, loss 0.000191168, acc 1
2019-04-15T11:33:44.240506: step 14373, loss 4.29641e-05, acc 1
2019-04-15T11:33:44.376142: step 14374, loss 2.04696e-06, acc 1
2019-04-15T11:33:44.508788: step 14375, loss 0.000121772, acc 1
2019-04-15T11:33:44.649411: step 14376, loss 0.000280974, acc 1
2019-04-15T11:33:44.790075: step 14377, loss 1.65775e-07, acc 1
2019-04-15T11:33:44.941628: step 14378, loss 4.08265e-06, acc 1
2019-04-15T11:33:45.075321: step 14379, loss 3.1053e-05, acc 1
2019-04-15T11:33:45.211905: step 14380, loss 5.72166e-06, acc 1
2019-04-15T11:33:45.346546: step 14381, loss 1.70716e-05, acc 1
2019-04-15T11:33:45.491158: step 14382, loss 0.000122484, acc 1
2019-04-15T11:33:45.632780: step 14383, loss 7.58791e-05, acc 1
2019-04-15T11:33:45.768417: step 14384, loss 5.36438e-07, acc 1
2019-04-15T11:33:45.903058: step 14385, loss 4.14949e-06, acc 1
2019-04-15T11:33:46.046672: step 14386, loss 0.000271655, acc 1
2019-04-15T11:33:46.182311: step 14387, loss 9.68574e-08, acc 1
2019-04-15T11:33:46.315953: step 14388, loss 0.000749855, acc 1
2019-04-15T11:33:46.450630: step 14389, loss 0.000781872, acc 1
2019-04-15T11:33:46.607174: step 14390, loss 1.43838e-05, acc 1
2019-04-15T11:33:46.739820: step 14391, loss 0.000282354, acc 1
2019-04-15T11:33:46.879446: step 14392, loss 0.0604082, acc 0.984375
2019-04-15T11:33:47.015085: step 14393, loss 0.000176881, acc 1
2019-04-15T11:33:47.161691: step 14394, loss 9.12694e-08, acc 1
2019-04-15T11:33:47.297327: step 14395, loss 2.52927e-06, acc 1
2019-04-15T11:33:47.432965: step 14396, loss 2.09621e-05, acc 1
2019-04-15T11:33:47.570596: step 14397, loss 7.38299e-06, acc 1
2019-04-15T11:33:47.711259: step 14398, loss 8.55782e-06, acc 1
2019-04-15T11:33:47.849850: step 14399, loss 0.00124396, acc 1
2019-04-15T11:33:47.982496: step 14400, loss 2.42379e-06, acc 1

Evaluation:
2019-04-15T11:33:48.279701: step 14400, loss 4.83095, acc 0.719512

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-14400

2019-04-15T11:33:48.913006: step 14401, loss 2.5572e-06, acc 1
2019-04-15T11:33:49.042660: step 14402, loss 0.000318006, acc 1
2019-04-15T11:33:49.173310: step 14403, loss 1.39506e-06, acc 1
2019-04-15T11:33:49.309945: step 14404, loss 0.000667275, acc 1
2019-04-15T11:33:49.459547: step 14405, loss 0.0321157, acc 0.984375
2019-04-15T11:33:49.613134: step 14406, loss 5.82999e-07, acc 1
2019-04-15T11:33:49.756749: step 14407, loss 4.63111e-05, acc 1
2019-04-15T11:33:49.910340: step 14408, loss 0.000102966, acc 1
2019-04-15T11:33:50.051960: step 14409, loss 1.45437e-05, acc 1
2019-04-15T11:33:50.204551: step 14410, loss 0.000721913, acc 1
2019-04-15T11:33:50.350162: step 14411, loss 1.86264e-08, acc 1
2019-04-15T11:33:50.498765: step 14412, loss 0.000528202, acc 1
2019-04-15T11:33:50.648364: step 14413, loss 0.000167529, acc 1
2019-04-15T11:33:50.785996: step 14414, loss 1.65775e-07, acc 1
2019-04-15T11:33:50.924627: step 14415, loss 5.06895e-05, acc 1
2019-04-15T11:33:51.060263: step 14416, loss 5.25028e-06, acc 1
2019-04-15T11:33:51.197896: step 14417, loss 2.23517e-08, acc 1
2019-04-15T11:33:51.333574: step 14418, loss 3.53713e-05, acc 1
2019-04-15T11:33:51.468210: step 14419, loss 8.04642e-07, acc 1
2019-04-15T11:33:51.617771: step 14420, loss 0.00017135, acc 1
2019-04-15T11:33:51.756403: step 14421, loss 2.55535e-06, acc 1
2019-04-15T11:33:51.894034: step 14422, loss 8.89929e-06, acc 1
2019-04-15T11:33:52.030667: step 14423, loss 1.52737e-07, acc 1
2019-04-15T11:33:52.169297: step 14424, loss 7.71942e-06, acc 1
2019-04-15T11:33:52.309932: step 14425, loss 0.000156298, acc 1
2019-04-15T11:33:52.448549: step 14426, loss 0.00297287, acc 1
2019-04-15T11:33:52.589175: step 14427, loss 0.000431685, acc 1
2019-04-15T11:33:52.728800: step 14428, loss 0.00477319, acc 1
2019-04-15T11:33:52.870423: step 14429, loss 6.40997e-05, acc 1
2019-04-15T11:33:53.006115: step 14430, loss 6.64455e-06, acc 1
2019-04-15T11:33:53.140736: step 14431, loss 5.91108e-06, acc 1
2019-04-15T11:33:53.279328: step 14432, loss 8.56815e-08, acc 1
2019-04-15T11:33:53.415962: step 14433, loss 0.0040155, acc 1
2019-04-15T11:33:53.555591: step 14434, loss 1.0509e-05, acc 1
2019-04-15T11:33:53.697210: step 14435, loss 4.76831e-07, acc 1
2019-04-15T11:33:53.838832: step 14436, loss 9.90904e-07, acc 1
2019-04-15T11:33:53.981450: step 14437, loss 2.52227e-05, acc 1
2019-04-15T11:33:54.117088: step 14438, loss 0.0016529, acc 1
2019-04-15T11:33:54.254756: step 14439, loss 2.64649e-05, acc 1
2019-04-15T11:33:54.388362: step 14440, loss 8.89862e-06, acc 1
2019-04-15T11:33:54.526993: step 14441, loss 4.38133e-05, acc 1
2019-04-15T11:33:54.674596: step 14442, loss 4.89702e-05, acc 1
2019-04-15T11:33:54.810313: step 14443, loss 0.00034408, acc 1
2019-04-15T11:33:54.950857: step 14444, loss 0.000111675, acc 1
2019-04-15T11:33:55.091482: step 14445, loss 1.08825e-05, acc 1
2019-04-15T11:33:55.230110: step 14446, loss 1.26581e-05, acc 1
2019-04-15T11:33:55.369738: step 14447, loss 0.00952367, acc 1
2019-04-15T11:33:55.512356: step 14448, loss 2.09354e-06, acc 1
2019-04-15T11:33:55.652979: step 14449, loss 3.05631e-06, acc 1
2019-04-15T11:33:55.793603: step 14450, loss 2.14203e-07, acc 1
2019-04-15T11:33:55.930275: step 14451, loss 2.14562e-06, acc 1
2019-04-15T11:33:56.064880: step 14452, loss 0.00876328, acc 1
2019-04-15T11:33:56.212483: step 14453, loss 8.00936e-08, acc 1
2019-04-15T11:33:56.352109: step 14454, loss 1.31684e-06, acc 1
2019-04-15T11:33:56.485793: step 14455, loss 3.09198e-07, acc 1
2019-04-15T11:33:56.625378: step 14456, loss 1.40147e-05, acc 1
2019-04-15T11:33:56.762013: step 14457, loss 8.3819e-08, acc 1
2019-04-15T11:33:56.898650: step 14458, loss 0.00048496, acc 1
2019-04-15T11:33:57.033287: step 14459, loss 7.45288e-05, acc 1
2019-04-15T11:33:57.167929: step 14460, loss 1.51988e-06, acc 1
2019-04-15T11:33:57.312542: step 14461, loss 7.24106e-06, acc 1
2019-04-15T11:33:57.458152: step 14462, loss 1.80297e-06, acc 1
2019-04-15T11:33:57.608749: step 14463, loss 2.17928e-07, acc 1
2019-04-15T11:33:57.746421: step 14464, loss 0.000177687, acc 1
2019-04-15T11:33:57.882055: step 14465, loss 0.00141081, acc 1
2019-04-15T11:33:58.017656: step 14466, loss 1.90354e-06, acc 1
2019-04-15T11:33:58.152294: step 14467, loss 2.25379e-07, acc 1
2019-04-15T11:33:58.289928: step 14468, loss 0.000513471, acc 1
2019-04-15T11:33:58.434540: step 14469, loss 3.36446e-05, acc 1
2019-04-15T11:33:58.574166: step 14470, loss 0.000197098, acc 1
2019-04-15T11:33:58.714841: step 14471, loss 1.39695e-06, acc 1
2019-04-15T11:33:58.852421: step 14472, loss 3.00988e-06, acc 1
2019-04-15T11:33:58.988060: step 14473, loss 1.32245e-06, acc 1
2019-04-15T11:33:59.124694: step 14474, loss 1.64671e-05, acc 1
2019-04-15T11:33:59.260333: step 14475, loss 4.82453e-05, acc 1
2019-04-15T11:33:59.395968: step 14476, loss 2.28257e-05, acc 1
2019-04-15T11:33:59.548562: step 14477, loss 1.68907e-05, acc 1
2019-04-15T11:33:59.694170: step 14478, loss 4.60893e-05, acc 1
2019-04-15T11:33:59.833836: step 14479, loss 1.54467e-05, acc 1
2019-04-15T11:33:59.968475: step 14480, loss 2.38493e-05, acc 1
2019-04-15T11:34:00.111057: step 14481, loss 0.00263435, acc 1
2019-04-15T11:34:00.247691: step 14482, loss 1.84264e-05, acc 1
2019-04-15T11:34:00.382368: step 14483, loss 1.44358e-05, acc 1
2019-04-15T11:34:00.521957: step 14484, loss 0.000838431, acc 1
2019-04-15T11:34:00.673551: step 14485, loss 1.76571e-06, acc 1
2019-04-15T11:34:00.816169: step 14486, loss 0.000772269, acc 1
2019-04-15T11:34:00.948815: step 14487, loss 0.0233945, acc 0.984375
2019-04-15T11:34:01.091433: step 14488, loss 0.000786828, acc 1
2019-04-15T11:34:01.229066: step 14489, loss 5.93516e-06, acc 1
2019-04-15T11:34:01.366697: step 14490, loss 3.80564e-05, acc 1
2019-04-15T11:34:01.509318: step 14491, loss 0.000388084, acc 1
2019-04-15T11:34:01.657918: step 14492, loss 0.000109292, acc 1
2019-04-15T11:34:01.802531: step 14493, loss 7.53505e-06, acc 1
2019-04-15T11:34:01.940163: step 14494, loss 3.33599e-05, acc 1
2019-04-15T11:34:02.079792: step 14495, loss 2.02091e-06, acc 1
2019-04-15T11:34:02.220414: step 14496, loss 4.65661e-08, acc 1
2019-04-15T11:34:02.354056: step 14497, loss 9.39295e-05, acc 1
2019-04-15T11:34:02.488696: step 14498, loss 1.30591e-05, acc 1
2019-04-15T11:34:02.631316: step 14499, loss 8.46577e-05, acc 1
2019-04-15T11:34:02.766952: step 14500, loss 0.0010118, acc 1

Evaluation:
2019-04-15T11:34:03.079118: step 14500, loss 4.80444, acc 0.717636

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-14500

2019-04-15T11:34:03.720401: step 14501, loss 0.00600434, acc 1
2019-04-15T11:34:03.852050: step 14502, loss 5.135e-05, acc 1
2019-04-15T11:34:03.986690: step 14503, loss 5.48249e-05, acc 1
2019-04-15T11:34:04.121329: step 14504, loss 6.3888e-07, acc 1
2019-04-15T11:34:04.259958: step 14505, loss 2.34693e-07, acc 1
2019-04-15T11:34:04.396594: step 14506, loss 1.67638e-07, acc 1
2019-04-15T11:34:04.553176: step 14507, loss 0.000265542, acc 1
2019-04-15T11:34:04.699782: step 14508, loss 1.09198e-05, acc 1
2019-04-15T11:34:04.840408: step 14509, loss 5.13647e-06, acc 1
2019-04-15T11:34:04.998982: step 14510, loss 9.88156e-05, acc 1
2019-04-15T11:34:05.161548: step 14511, loss 2.26552e-05, acc 1
2019-04-15T11:34:05.308195: step 14512, loss 3.6412e-06, acc 1
2019-04-15T11:34:05.447782: step 14513, loss 0.0108523, acc 1
2019-04-15T11:34:05.593393: step 14514, loss 3.56284e-06, acc 1
2019-04-15T11:34:05.739999: step 14515, loss 5.41569e-06, acc 1
2019-04-15T11:34:05.878629: step 14516, loss 0.00226657, acc 1
2019-04-15T11:34:06.013269: step 14517, loss 2.17929e-07, acc 1
2019-04-15T11:34:06.151898: step 14518, loss 9.20584e-05, acc 1
2019-04-15T11:34:06.300501: step 14519, loss 8.40585e-06, acc 1
2019-04-15T11:34:06.435141: step 14520, loss 9.56276e-05, acc 1
2019-04-15T11:34:06.569782: step 14521, loss 7.8416e-07, acc 1
2019-04-15T11:34:06.710405: step 14522, loss 8.10832e-06, acc 1
2019-04-15T11:34:06.847040: step 14523, loss 2.23517e-08, acc 1
2019-04-15T11:34:06.983675: step 14524, loss 5.27442e-06, acc 1
2019-04-15T11:34:07.121305: step 14525, loss 0.000153387, acc 1
2019-04-15T11:34:07.260971: step 14526, loss 2.04795e-05, acc 1
2019-04-15T11:34:07.402553: step 14527, loss 2.89251e-06, acc 1
2019-04-15T11:34:07.543178: step 14528, loss 9.11275e-06, acc 1
2019-04-15T11:34:07.685796: step 14529, loss 9.14539e-07, acc 1
2019-04-15T11:34:07.822432: step 14530, loss 0.00026082, acc 1
2019-04-15T11:34:07.964051: step 14531, loss 0.000103446, acc 1
2019-04-15T11:34:08.096697: step 14532, loss 2.37959e-05, acc 1
2019-04-15T11:34:08.235366: step 14533, loss 4.18133e-05, acc 1
2019-04-15T11:34:08.367971: step 14534, loss 7.63684e-08, acc 1
2019-04-15T11:34:08.511588: step 14535, loss 4.0233e-07, acc 1
2019-04-15T11:34:08.668167: step 14536, loss 2.04619e-05, acc 1
2019-04-15T11:34:08.803805: step 14537, loss 0.000876337, acc 1
2019-04-15T11:34:08.942435: step 14538, loss 2.71006e-06, acc 1
2019-04-15T11:34:09.080111: step 14539, loss 7.15824e-05, acc 1
2019-04-15T11:34:09.220692: step 14540, loss 0.000120565, acc 1
2019-04-15T11:34:09.357326: step 14541, loss 2.16798e-06, acc 1
2019-04-15T11:34:09.496951: step 14542, loss 3.97282e-06, acc 1
2019-04-15T11:34:09.644559: step 14543, loss 0.000596131, acc 1
2019-04-15T11:34:09.785182: step 14544, loss 9.92767e-07, acc 1
2019-04-15T11:34:09.921817: step 14545, loss 4.10943e-05, acc 1
2019-04-15T11:34:10.057453: step 14546, loss 9.29449e-07, acc 1
2019-04-15T11:34:10.193089: step 14547, loss 3.70997e-06, acc 1
2019-04-15T11:34:10.330759: step 14548, loss 0.00157091, acc 1
2019-04-15T11:34:10.466406: step 14549, loss 0.000429382, acc 1
2019-04-15T11:34:10.601997: step 14550, loss 5.88198e-06, acc 1
2019-04-15T11:34:10.751596: step 14551, loss 0.000395396, acc 1
2019-04-15T11:34:10.893217: step 14552, loss 0.00182497, acc 1
2019-04-15T11:34:11.028892: step 14553, loss 9.31322e-09, acc 1
2019-04-15T11:34:11.166486: step 14554, loss 0.000165904, acc 1
2019-04-15T11:34:11.307112: step 14555, loss 5.58695e-05, acc 1
2019-04-15T11:34:11.450726: step 14556, loss 1.49492e-05, acc 1
2019-04-15T11:34:11.588359: step 14557, loss 4.2072e-06, acc 1
2019-04-15T11:34:11.731973: step 14558, loss 8.28857e-07, acc 1
2019-04-15T11:34:11.879579: step 14559, loss 2.00566e-05, acc 1
2019-04-15T11:34:12.016213: step 14560, loss 2.6077e-08, acc 1
2019-04-15T11:34:12.151852: step 14561, loss 2.60761e-06, acc 1
2019-04-15T11:34:12.287527: step 14562, loss 3.20733e-06, acc 1
2019-04-15T11:34:12.424162: step 14563, loss 1.7933e-05, acc 1
2019-04-15T11:34:12.562751: step 14564, loss 1.80149e-05, acc 1
2019-04-15T11:34:12.706368: step 14565, loss 0.00100344, acc 1
2019-04-15T11:34:12.842043: step 14566, loss 5.54403e-05, acc 1
2019-04-15T11:34:12.988612: step 14567, loss 2.0712e-06, acc 1
2019-04-15T11:34:13.124252: step 14568, loss 7.9368e-06, acc 1
2019-04-15T11:34:13.261881: step 14569, loss 0.000455833, acc 1
2019-04-15T11:34:13.398518: step 14570, loss 0.000222753, acc 1
2019-04-15T11:34:13.540138: step 14571, loss 7.37596e-07, acc 1
2019-04-15T11:34:13.682755: step 14572, loss 5.2154e-08, acc 1
2019-04-15T11:34:13.816400: step 14573, loss 1.26907e-05, acc 1
2019-04-15T11:34:13.951039: step 14574, loss 7.95773e-06, acc 1
2019-04-15T11:34:14.096649: step 14575, loss 8.36645e-05, acc 1
2019-04-15T11:34:14.232286: step 14576, loss 2.12255e-05, acc 1
2019-04-15T11:34:14.367923: step 14577, loss 0.00363475, acc 1
2019-04-15T11:34:14.503561: step 14578, loss 5.29494e-06, acc 1
2019-04-15T11:34:14.642189: step 14579, loss 0.0344854, acc 0.984375
2019-04-15T11:34:14.777870: step 14580, loss 0.000278274, acc 1
2019-04-15T11:34:14.913466: step 14581, loss 6.35478e-06, acc 1
2019-04-15T11:34:15.047107: step 14582, loss 1.67637e-07, acc 1
2019-04-15T11:34:15.191720: step 14583, loss 3.17179e-06, acc 1
2019-04-15T11:34:15.329389: step 14584, loss 0.000120793, acc 1
2019-04-15T11:34:15.469976: step 14585, loss 1.63912e-07, acc 1
2019-04-15T11:34:15.613592: step 14586, loss 4.1049e-06, acc 1
2019-04-15T11:34:15.752221: step 14587, loss 1.63164e-06, acc 1
2019-04-15T11:34:15.887858: step 14588, loss 2.28596e-05, acc 1
2019-04-15T11:34:16.024492: step 14589, loss 7.14785e-06, acc 1
2019-04-15T11:34:16.162124: step 14590, loss 5.40308e-05, acc 1
2019-04-15T11:34:16.309730: step 14591, loss 0.00915196, acc 1
2019-04-15T11:34:16.446364: step 14592, loss 4.33992e-07, acc 1
2019-04-15T11:34:16.592974: step 14593, loss 6.85442e-07, acc 1
2019-04-15T11:34:16.734593: step 14594, loss 9.89522e-06, acc 1
2019-04-15T11:34:16.870230: step 14595, loss 4.08629e-05, acc 1
2019-04-15T11:34:17.005867: step 14596, loss 7.22701e-07, acc 1
2019-04-15T11:34:17.141505: step 14597, loss 9.17208e-06, acc 1
2019-04-15T11:34:17.283181: step 14598, loss 9.71961e-05, acc 1
2019-04-15T11:34:17.426742: step 14599, loss 1.32247e-07, acc 1
2019-04-15T11:34:17.571355: step 14600, loss 3.91155e-08, acc 1

Evaluation:
2019-04-15T11:34:17.863575: step 14600, loss 4.92068, acc 0.722326

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-14600

2019-04-15T11:34:18.502257: step 14601, loss 6.87725e-05, acc 1
2019-04-15T11:34:18.636880: step 14602, loss 4.75577e-05, acc 1
2019-04-15T11:34:18.771560: step 14603, loss 5.77419e-08, acc 1
2019-04-15T11:34:18.901174: step 14604, loss 0.000247239, acc 1
2019-04-15T11:34:19.034817: step 14605, loss 8.70236e-05, acc 1
2019-04-15T11:34:19.175441: step 14606, loss 0.00588907, acc 1
2019-04-15T11:34:19.329029: step 14607, loss 6.12605e-05, acc 1
2019-04-15T11:34:19.479628: step 14608, loss 7.07e-05, acc 1
2019-04-15T11:34:19.647178: step 14609, loss 6.46331e-07, acc 1
2019-04-15T11:34:19.817723: step 14610, loss 3.88687e-06, acc 1
2019-04-15T11:34:19.961339: step 14611, loss 0.000514225, acc 1
2019-04-15T11:34:20.105952: step 14612, loss 0.0380298, acc 0.984375
2019-04-15T11:34:20.245578: step 14613, loss 2.65782e-06, acc 1
2019-04-15T11:34:20.384215: step 14614, loss 9.49248e-06, acc 1
2019-04-15T11:34:20.518884: step 14615, loss 9.06524e-06, acc 1
2019-04-15T11:34:20.669444: step 14616, loss 4.21092e-06, acc 1
2019-04-15T11:34:20.812101: step 14617, loss 2.13482e-05, acc 1
2019-04-15T11:34:20.950692: step 14618, loss 4.59003e-05, acc 1
2019-04-15T11:34:21.088326: step 14619, loss 9.65773e-06, acc 1
2019-04-15T11:34:21.222964: step 14620, loss 6.43504e-06, acc 1
2019-04-15T11:34:21.357604: step 14621, loss 0.0167679, acc 0.984375
2019-04-15T11:34:21.500223: step 14622, loss 2.83121e-07, acc 1
2019-04-15T11:34:21.644875: step 14623, loss 2.06104e-05, acc 1
2019-04-15T11:34:21.784462: step 14624, loss 1.89989e-07, acc 1
2019-04-15T11:34:21.929076: step 14625, loss 3.65077e-07, acc 1
2019-04-15T11:34:22.066709: step 14626, loss 5.96046e-08, acc 1
2019-04-15T11:34:22.204340: step 14627, loss 1.28522e-07, acc 1
