ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T16:21:50.852406: step 377, loss 0.344573, acc 0.78125
2019-04-28T16:21:50.997639: step 378, loss 0.301299, acc 0.828125
2019-04-28T16:21:51.149603: step 379, loss 0.313839, acc 0.828125
2019-04-28T16:21:51.248359: step 380, loss 0.354964, acc 0.769231
2019-04-28T16:21:51.382999: step 381, loss 0.502508, acc 0.6875
2019-04-28T16:21:51.530170: step 382, loss 0.302409, acc 0.828125
2019-04-28T16:21:51.676238: step 383, loss 0.467807, acc 0.671875
2019-04-28T16:21:51.822434: step 384, loss 0.327042, acc 0.765625
2019-04-28T16:21:51.963188: step 385, loss 0.318775, acc 0.859375
2019-04-28T16:21:52.095619: step 386, loss 0.321294, acc 0.796875
2019-04-28T16:21:52.249365: step 387, loss 0.33152, acc 0.828125
2019-04-28T16:21:52.423076: step 388, loss 0.269324, acc 0.78125
2019-04-28T16:21:52.567689: step 389, loss 0.286955, acc 0.8125
2019-04-28T16:21:52.734918: step 390, loss 0.29819, acc 0.765625
2019-04-28T16:21:52.901708: step 391, loss 0.41313, acc 0.765625
2019-04-28T16:21:53.052946: step 392, loss 0.402173, acc 0.734375
2019-04-28T16:21:53.213085: step 393, loss 0.356065, acc 0.734375
2019-04-28T16:21:53.376749: step 394, loss 0.329955, acc 0.828125
2019-04-28T16:21:53.532437: step 395, loss 0.452167, acc 0.8125
2019-04-28T16:21:53.716195: step 396, loss 0.285247, acc 0.828125
2019-04-28T16:21:53.873822: step 397, loss 0.319519, acc 0.859375
2019-04-28T16:21:54.032077: step 398, loss 0.305491, acc 0.8125
2019-04-28T16:21:54.178228: step 399, loss 0.432613, acc 0.703125
2019-04-28T16:21:54.254025: step 400, loss 0.369226, acc 0.807692

Evaluation:
2019-04-28T16:21:55.025901: step 400, loss 0.838417, acc 0.554191, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556439652_0.1\checkpoints\model-400

2019-04-28T16:21:55.529464: step 401, loss 0.310059, acc 0.78125
2019-04-28T16:21:55.672048: step 402, loss 0.351785, acc 0.796875
2019-04-28T16:21:55.854544: step 403, loss 0.414166, acc 0.703125
2019-04-28T16:21:56.029356: step 404, loss 0.303743, acc 0.859375
2019-04-28T16:21:56.252520: step 405, loss 0.293867, acc 0.796875
2019-04-28T16:21:56.427911: step 406, loss 0.340817, acc 0.796875
2019-04-28T16:21:56.573120: step 407, loss 0.293889, acc 0.8125
2019-04-28T16:21:56.720726: step 408, loss 0.34891, acc 0.8125
2019-04-28T16:21:56.856456: step 409, loss 0.284195, acc 0.8125
2019-04-28T16:21:57.003063: step 410, loss 0.368185, acc 0.734375
2019-04-28T16:21:57.159420: step 411, loss 0.357216, acc 0.75
2019-04-28T16:21:57.314082: step 412, loss 0.298771, acc 0.890625
2019-04-28T16:21:57.486882: step 413, loss 0.388516, acc 0.75
2019-04-28T16:21:57.641248: step 414, loss 0.343505, acc 0.796875
2019-04-28T16:21:57.789867: step 415, loss 0.41221, acc 0.765625
2019-04-28T16:21:57.944277: step 416, loss 0.268206, acc 0.8125
2019-04-28T16:21:58.089289: step 417, loss 0.343248, acc 0.8125
2019-04-28T16:21:58.246982: step 418, loss 0.273109, acc 0.875
2019-04-28T16:21:58.409601: step 419, loss 0.465014, acc 0.734375
2019-04-28T16:21:58.518657: step 420, loss 0.298719, acc 0.807692
2019-04-28T16:21:58.695065: step 421, loss 0.366117, acc 0.75
2019-04-28T16:21:58.830361: step 422, loss 0.218495, acc 0.84375
2019-04-28T16:21:58.984623: step 423, loss 0.35259, acc 0.875
2019-04-28T16:21:59.142459: step 424, loss 0.27546, acc 0.8125
2019-04-28T16:21:59.272065: step 425, loss 0.415097, acc 0.734375
2019-04-28T16:21:59.411307: step 426, loss 0.298502, acc 0.8125
2019-04-28T16:21:59.556092: step 427, loss 0.353879, acc 0.78125
2019-04-28T16:21:59.707851: step 428, loss 0.305022, acc 0.75
2019-04-28T16:21:59.851441: step 429, loss 0.307036, acc 0.765625
2019-04-28T16:22:00.018811: step 430, loss 0.281761, acc 0.84375
2019-04-28T16:22:00.165602: step 431, loss 0.310786, acc 0.875
2019-04-28T16:22:00.314323: step 432, loss 0.315285, acc 0.78125
2019-04-28T16:22:00.463475: step 433, loss 0.286484, acc 0.8125
2019-04-28T16:22:00.623713: step 434, loss 0.313149, acc 0.78125
2019-04-28T16:22:00.793225: step 435, loss 0.453039, acc 0.78125
2019-04-28T16:22:00.935035: step 436, loss 0.239895, acc 0.890625
2019-04-28T16:22:01.085034: step 437, loss 0.412222, acc 0.765625
2019-04-28T16:22:01.222232: step 438, loss 0.334678, acc 0.78125
2019-04-28T16:22:01.374526: step 439, loss 0.352611, acc 0.78125
2019-04-28T16:22:01.467910: step 440, loss 0.377292, acc 0.846154
2019-04-28T16:22:01.625944: step 441, loss 0.311198, acc 0.796875
2019-04-28T16:22:01.770102: step 442, loss 0.251371, acc 0.84375
2019-04-28T16:22:01.931705: step 443, loss 0.303575, acc 0.8125
2019-04-28T16:22:02.098882: step 444, loss 0.348622, acc 0.765625
2019-04-28T16:22:02.265953: step 445, loss 0.376958, acc 0.796875
2019-04-28T16:22:02.429034: step 446, loss 0.406346, acc 0.78125
2019-04-28T16:22:02.604224: step 447, loss 0.342517, acc 0.734375
2019-04-28T16:22:02.766370: step 448, loss 0.345874, acc 0.796875
2019-04-28T16:22:02.904121: step 449, loss 0.314139, acc 0.828125
2019-04-28T16:22:03.058770: step 450, loss 0.358857, acc 0.75
2019-04-28T16:22:03.249970: step 451, loss 0.273631, acc 0.8125
2019-04-28T16:22:03.414915: step 452, loss 0.278731, acc 0.84375
2019-04-28T16:22:03.597018: step 453, loss 0.271927, acc 0.828125
2019-04-28T16:22:03.769921: step 454, loss 0.359331, acc 0.71875
2019-04-28T16:22:03.932156: step 455, loss 0.291007, acc 0.765625
2019-04-28T16:22:04.092274: step 456, loss 0.274184, acc 0.875
2019-04-28T16:22:04.235890: step 457, loss 0.313761, acc 0.78125
2019-04-28T16:22:04.371588: step 458, loss 0.265603, acc 0.90625
2019-04-28T16:22:04.527218: step 459, loss 0.327646, acc 0.84375
2019-04-28T16:22:04.613988: step 460, loss 0.485072, acc 0.807692
2019-04-28T16:22:04.767624: step 461, loss 0.336294, acc 0.765625
2019-04-28T16:22:04.923785: step 462, loss 0.280336, acc 0.796875
2019-04-28T16:22:05.076376: step 463, loss 0.299922, acc 0.78125
2019-04-28T16:22:05.227589: step 464, loss 0.303953, acc 0.765625
2019-04-28T16:22:05.392494: step 465, loss 0.35431, acc 0.734375
2019-04-28T16:22:05.560093: step 466, loss 0.5468, acc 0.671875
2019-04-28T16:22:05.736409: step 467, loss 0.199107, acc 0.90625
2019-04-28T16:22:05.915955: step 468, loss 0.346159, acc 0.828125
2019-04-28T16:22:06.079033: step 469, loss 0.390719, acc 0.859375
2019-04-28T16:22:06.251703: step 470, loss 0.256533, acc 0.90625
2019-04-28T16:22:06.395962: step 471, loss 0.38179, acc 0.8125
2019-04-28T16:22:06.552582: step 472, loss 0.287977, acc 0.78125
2019-04-28T16:22:06.715757: step 473, loss 0.227298, acc 0.859375
2019-04-28T16:22:06.861397: step 474, loss 0.386018, acc 0.734375
2019-04-28T16:22:07.018495: step 475, loss 0.382092, acc 0.796875
2019-04-28T16:22:07.183574: step 476, loss 0.338545, acc 0.84375
2019-04-28T16:22:07.320548: step 477, loss 0.354533, acc 0.78125
2019-04-28T16:22:07.471147: step 478, loss 0.369199, acc 0.765625
2019-04-28T16:22:07.614845: step 479, loss 0.317173, acc 0.734375
2019-04-28T16:22:07.698227: step 480, loss 0.430257, acc 0.807692
2019-04-28T16:22:07.860822: step 481, loss 0.351631, acc 0.8125
2019-04-28T16:22:08.030838: step 482, loss 0.322205, acc 0.78125
2019-04-28T16:22:08.185997: step 483, loss 0.171117, acc 0.859375
2019-04-28T16:22:08.358024: step 484, loss 0.276806, acc 0.796875
2019-04-28T16:22:08.515303: step 485, loss 0.384517, acc 0.78125
2019-04-28T16:22:08.672813: step 486, loss 0.278892, acc 0.828125
2019-04-28T16:22:08.839559: step 487, loss 0.335648, acc 0.765625
2019-04-28T16:22:08.990102: step 488, loss 0.390181, acc 0.828125
2019-04-28T16:22:09.143649: step 489, loss 0.262114, acc 0.8125
2019-04-28T16:22:09.298799: step 490, loss 0.34777, acc 0.78125
2019-04-28T16:22:09.463406: step 491, loss 0.315007, acc 0.78125
2019-04-28T16:22:09.613946: step 492, loss 0.355928, acc 0.75
2019-04-28T16:22:09.756550: step 493, loss 0.243419, acc 0.875
2019-04-28T16:22:09.894181: step 494, loss 0.281402, acc 0.84375
2019-04-28T16:22:10.038773: step 495, loss 0.390939, acc 0.703125
2019-04-28T16:22:10.188883: step 496, loss 0.368573, acc 0.765625
2019-04-28T16:22:10.331500: step 497, loss 0.342722, acc 0.8125
2019-04-28T16:22:10.470442: step 498, loss 0.309065, acc 0.765625
2019-04-28T16:22:10.610264: step 499, loss 0.412638, acc 0.78125
2019-04-28T16:22:10.718040: step 500, loss 0.266447, acc 0.884615

Evaluation:
2019-04-28T16:22:11.428267: step 500, loss 0.859258, acc 0.556358, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556439652_0.1\checkpoints\model-500

2019-04-28T16:22:11.796911: step 501, loss 0.370095, acc 0.8125
2019-04-28T16:22:11.952799: step 502, loss 0.325334, acc 0.78125
2019-04-28T16:22:12.087199: step 503, loss 0.259425, acc 0.859375
2019-04-28T16:22:12.233777: step 504, loss 0.284206, acc 0.8125
2019-04-28T16:22:12.384521: step 505, loss 0.476722, acc 0.75
2019-04-28T16:22:12.530195: step 506, loss 0.281033, acc 0.84375
2019-04-28T16:22:12.689083: step 507, loss 0.21527, acc 0.875
2019-04-28T16:22:12.849828: step 508, loss 0.293333, acc 0.765625
2019-04-28T16:22:13.003172: step 509, loss 0.343845, acc 0.78125
2019-04-28T16:22:13.146756: step 510, loss 0.281677, acc 0.828125
2019-04-28T16:22:13.294264: step 511, loss 0.27075, acc 0.8125
2019-04-28T16:22:13.442373: step 512, loss 0.317279, acc 0.78125
2019-04-28T16:22:13.586542: step 513, loss 0.372871, acc 0.8125
2019-04-28T16:22:13.740363: step 514, loss 0.338879, acc 0.796875
2019-04-28T16:22:13.882482: step 515, loss 0.282583, acc 0.78125
2019-04-28T16:22:14.040436: step 516, loss 0.379708, acc 0.78125
2019-04-28T16:22:14.182301: step 517, loss 0.227925, acc 0.921875
2019-04-28T16:22:14.353060: step 518, loss 0.32619, acc 0.828125
2019-04-28T16:22:14.501961: step 519, loss 0.313469, acc 0.734375
2019-04-28T16:22:14.591030: step 520, loss 0.302064, acc 0.730769
2019-04-28T16:22:14.741224: step 521, loss 0.197078, acc 0.9375
2019-04-28T16:22:14.889977: step 522, loss 0.287599, acc 0.78125
2019-04-28T16:22:15.024131: step 523, loss 0.342579, acc 0.84375
2019-04-28T16:22:15.169264: step 524, loss 0.435891, acc 0.765625
2019-04-28T16:22:15.313182: step 525, loss 0.293362, acc 0.828125
2019-04-28T16:22:15.443285: step 526, loss 0.458403, acc 0.75
2019-04-28T16:22:15.597943: step 527, loss 0.308017, acc 0.8125
2019-04-28T16:22:15.743616: step 528, loss 0.307709, acc 0.84375
2019-04-28T16:22:15.891743: step 529, loss 0.399161, acc 0.8125
2019-04-28T16:22:16.042901: step 530, loss 0.309823, acc 0.734375
2019-04-28T16:22:16.203079: step 531, loss 0.258396, acc 0.78125
2019-04-28T16:22:16.340971: step 532, loss 0.341107, acc 0.71875
2019-04-28T16:22:16.488807: step 533, loss 0.306904, acc 0.84375
2019-04-28T16:22:16.640645: step 534, loss 0.201283, acc 0.859375
2019-04-28T16:22:16.792263: step 535, loss 0.231239, acc 0.890625
2019-04-28T16:22:16.936023: step 536, loss 0.328186, acc 0.78125
2019-04-28T16:22:17.087276: step 537, loss 0.239954, acc 0.828125
2019-04-28T16:22:17.230425: step 538, loss 0.453197, acc 0.78125
2019-04-28T16:22:17.380204: step 539, loss 0.260101, acc 0.828125
2019-04-28T16:22:17.460103: step 540, loss 0.419008, acc 0.846154
2019-04-28T16:22:17.602861: step 541, loss 0.33598, acc 0.765625
2019-04-28T16:22:17.749190: step 542, loss 0.244209, acc 0.828125
2019-04-28T16:22:17.928022: step 543, loss 0.327708, acc 0.78125
2019-04-28T16:22:18.080614: step 544, loss 0.262224, acc 0.8125
2019-04-28T16:22:18.223430: step 545, loss 0.339698, acc 0.796875
2019-04-28T16:22:18.370239: step 546, loss 0.315129, acc 0.84375
2019-04-28T16:22:18.516069: step 547, loss 0.32438, acc 0.828125
2019-04-28T16:22:18.673368: step 548, loss 0.33675, acc 0.78125
2019-04-28T16:22:18.833023: step 549, loss 0.349061, acc 0.75
2019-04-28T16:22:18.991641: step 550, loss 0.247717, acc 0.859375
2019-04-28T16:22:19.171586: step 551, loss 0.295744, acc 0.78125
2019-04-28T16:22:19.315505: step 552, loss 0.216162, acc 0.859375
2019-04-28T16:22:19.475302: step 553, loss 0.255619, acc 0.796875
2019-04-28T16:22:19.633654: step 554, loss 0.260386, acc 0.828125
2019-04-28T16:22:19.788047: step 555, loss 0.343554, acc 0.765625
2019-04-28T16:22:19.945705: step 556, loss 0.27524, acc 0.8125
2019-04-28T16:22:20.107644: step 557, loss 0.305368, acc 0.8125
2019-04-28T16:22:20.297979: step 558, loss 0.284266, acc 0.84375
2019-04-28T16:22:20.479916: step 559, loss 0.284445, acc 0.8125
2019-04-28T16:22:20.559273: step 560, loss 0.348389, acc 0.730769
2019-04-28T16:22:20.697466: step 561, loss 0.349392, acc 0.796875
2019-04-28T16:22:20.842305: step 562, loss 0.271989, acc 0.796875
2019-04-28T16:22:21.012971: step 563, loss 0.35639, acc 0.796875
2019-04-28T16:22:21.195509: step 564, loss 0.313204, acc 0.828125
2019-04-28T16:22:21.350851: step 565, loss 0.279051, acc 0.859375
2019-04-28T16:22:21.507124: step 566, loss 0.285873, acc 0.8125
2019-04-28T16:22:21.659272: step 567, loss 0.341177, acc 0.796875
2019-04-28T16:22:21.797902: step 568, loss 0.298924, acc 0.8125
2019-04-28T16:22:21.957138: step 569, loss 0.243616, acc 0.875
2019-04-28T16:22:22.113656: step 570, loss 0.486687, acc 0.734375
2019-04-28T16:22:22.266190: step 571, loss 0.470834, acc 0.8125
2019-04-28T16:22:22.420902: step 572, loss 0.279511, acc 0.828125
2019-04-28T16:22:22.560505: step 573, loss 0.276111, acc 0.8125
2019-04-28T16:22:22.715325: step 574, loss 0.315006, acc 0.796875
2019-04-28T16:22:22.860703: step 575, loss 0.266556, acc 0.8125
2019-04-28T16:22:23.031043: step 576, loss 0.260674, acc 0.859375
2019-04-28T16:22:23.174282: step 577, loss 0.249974, acc 0.75
2019-04-28T16:22:23.325387: step 578, loss 0.347259, acc 0.78125
2019-04-28T16:22:23.467510: step 579, loss 0.352469, acc 0.75
2019-04-28T16:22:23.551262: step 580, loss 0.47767, acc 0.615385
2019-04-28T16:22:23.699693: step 581, loss 0.314817, acc 0.859375
2019-04-28T16:22:23.868330: step 582, loss 0.368715, acc 0.671875
2019-04-28T16:22:24.054019: step 583, loss 0.27718, acc 0.859375
2019-04-28T16:22:24.206485: step 584, loss 0.361669, acc 0.734375
2019-04-28T16:22:24.361189: step 585, loss 0.240232, acc 0.875
2019-04-28T16:22:24.503306: step 586, loss 0.282973, acc 0.84375
2019-04-28T16:22:24.663990: step 587, loss 0.198552, acc 0.875
2019-04-28T16:22:24.823156: step 588, loss 0.306421, acc 0.8125
2019-04-28T16:22:24.963311: step 589, loss 0.286865, acc 0.84375
2019-04-28T16:22:25.099643: step 590, loss 0.299878, acc 0.796875
2019-04-28T16:22:25.261267: step 591, loss 0.350966, acc 0.75
2019-04-28T16:22:25.414401: step 592, loss 0.306403, acc 0.875
2019-04-28T16:22:25.571042: step 593, loss 0.306049, acc 0.78125
2019-04-28T16:22:25.706796: step 594, loss 0.229213, acc 0.859375
2019-04-28T16:22:25.842914: step 595, loss 0.33193, acc 0.75
2019-04-28T16:22:25.993689: step 596, loss 0.337922, acc 0.75
2019-04-28T16:22:26.137381: step 597, loss 0.236697, acc 0.84375
2019-04-28T16:22:26.274244: step 598, loss 0.369701, acc 0.71875
2019-04-28T16:22:26.422418: step 599, loss 0.258524, acc 0.84375
2019-04-28T16:22:26.505639: step 600, loss 0.266768, acc 0.846154

Evaluation:
2019-04-28T16:22:27.085937: step 600, loss 0.883143, acc 0.557081, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556439652_0.1\checkpoints\model-600

2019-04-28T16:22:27.482876: step 601, loss 0.339783, acc 0.84375
2019-04-28T16:22:27.663173: step 602, loss 0.257983, acc 0.84375
2019-04-28T16:22:27.803435: step 603, loss 0.346627, acc 0.78125
2019-04-28T16:22:27.950524: step 604, loss 0.38902, acc 0.703125
2019-04-28T16:22:28.104763: step 605, loss 0.227492, acc 0.8125
2019-04-28T16:22:28.286345: step 606, loss 0.284242, acc 0.796875
2019-04-28T16:22:28.436945: step 607, loss 0.273657, acc 0.84375
2019-04-28T16:22:28.574825: step 608, loss 0.287834, acc 0.796875
2019-04-28T16:22:28.730777: step 609, loss 0.340254, acc 0.765625
2019-04-28T16:22:28.869611: step 610, loss 0.28459, acc 0.8125
2019-04-28T16:22:29.033101: step 611, loss 0.261954, acc 0.828125
2019-04-28T16:22:29.165951: step 612, loss 0.303485, acc 0.8125
2019-04-28T16:22:29.295505: step 613, loss 0.338765, acc 0.796875
2019-04-28T16:22:29.452997: step 614, loss 0.331513, acc 0.828125
2019-04-28T16:22:29.616169: step 615, loss 0.291787, acc 0.890625
2019-04-28T16:22:29.772142: step 616, loss 0.18204, acc 0.859375
2019-04-28T16:22:29.935664: step 617, loss 0.334049, acc 0.78125
2019-04-28T16:22:30.104811: step 618, loss 0.277181, acc 0.84375
2019-04-28T16:22:30.262938: step 619, loss 0.330625, acc 0.78125
2019-04-28T16:22:30.349760: step 620, loss 0.171469, acc 0.923077
2019-04-28T16:22:30.511708: step 621, loss 0.299875, acc 0.8125
2019-04-28T16:22:30.668526: step 622, loss 0.346224, acc 0.75
2019-04-28T16:22:30.827593: step 623, loss 0.290305, acc 0.8125
2019-04-28T16:22:30.998838: step 624, loss 0.364768, acc 0.828125
2019-04-28T16:22:31.167697: step 625, loss 0.310912, acc 0.875
2019-04-28T16:22:31.312459: step 626, loss 0.345774, acc 0.75
2019-04-28T16:22:31.477802: step 627, loss 0.214912, acc 0.875
2019-04-28T16:22:31.651286: step 628, loss 0.332441, acc 0.796875
2019-04-28T16:22:31.804299: step 629, loss 0.324379, acc 0.8125
2019-04-28T16:22:31.943577: step 630, loss 0.285247, acc 0.84375
2019-04-28T16:22:32.122158: step 631, loss 0.311446, acc 0.734375
2019-04-28T16:22:32.272475: step 632, loss 0.312205, acc 0.8125
2019-04-28T16:22:32.434652: step 633, loss 0.297791, acc 0.84375
2019-04-28T16:22:32.599396: step 634, loss 0.32083, acc 0.8125
2019-04-28T16:22:32.759627: step 635, loss 0.331963, acc 0.765625
2019-04-28T16:22:32.900761: step 636, loss 0.283807, acc 0.828125
2019-04-28T16:22:33.047976: step 637, loss 0.241468, acc 0.84375
2019-04-28T16:22:33.206059: step 638, loss 0.288999, acc 0.828125
2019-04-28T16:22:33.358874: step 639, loss 0.274296, acc 0.765625
2019-04-28T16:22:33.447125: step 640, loss 0.26627, acc 0.769231
2019-04-28T16:22:33.607610: step 641, loss 0.293104, acc 0.828125
2019-04-28T16:22:33.784767: step 642, loss 0.329743, acc 0.8125
2019-04-28T16:22:33.949348: step 643, loss 0.362166, acc 0.75
2019-04-28T16:22:34.115306: step 644, loss 0.269488, acc 0.828125
2019-04-28T16:22:34.295926: step 645, loss 0.260971, acc 0.8125
2019-04-28T16:22:34.484706: step 646, loss 0.212474, acc 0.90625
2019-04-28T16:22:34.652394: step 647, loss 0.314174, acc 0.796875
2019-04-28T16:22:34.822271: step 648, loss 0.357045, acc 0.78125
2019-04-28T16:22:34.988745: step 649, loss 0.31826, acc 0.78125
2019-04-28T16:22:35.137414: step 650, loss 0.21436, acc 0.859375
2019-04-28T16:22:35.281494: step 651, loss 0.310047, acc 0.75
2019-04-28T16:22:35.448201: step 652, loss 0.324289, acc 0.8125
2019-04-28T16:22:35.597333: step 653, loss 0.34331, acc 0.765625
2019-04-28T16:22:35.756417: step 654, loss 0.189731, acc 0.90625
2019-04-28T16:22:35.928980: step 655, loss 0.285557, acc 0.84375
2019-04-28T16:22:36.092917: step 656, loss 0.275576, acc 0.828125
2019-04-28T16:22:36.248600: step 657, loss 0.276516, acc 0.796875
2019-04-28T16:22:36.403044: step 658, loss 0.255175, acc 0.78125
2019-04-28T16:22:36.585099: step 659, loss 0.354269, acc 0.8125
2019-04-28T16:22:36.690270: step 660, loss 0.326318, acc 0.807692
2019-04-28T16:22:36.872501: step 661, loss 0.275286, acc 0.78125
2019-04-28T16:22:37.037722: step 662, loss 0.288828, acc 0.859375
2019-04-28T16:22:37.205143: step 663, loss 0.367193, acc 0.71875
2019-04-28T16:22:37.375156: step 664, loss 0.260189, acc 0.828125
2019-04-28T16:22:37.544369: step 665, loss 0.284345, acc 0.765625
2019-04-28T16:22:37.702018: step 666, loss 0.322497, acc 0.796875
2019-04-28T16:22:37.870131: step 667, loss 0.258537, acc 0.78125
2019-04-28T16:22:38.032785: step 668, loss 0.230263, acc 0.921875
2019-04-28T16:22:38.185329: step 669, loss 0.315315, acc 0.765625
2019-04-28T16:22:38.349385: step 670, loss 0.288247, acc 0.875
2019-04-28T16:22:38.529133: step 671, loss 0.315444, acc 0.75
2019-04-28T16:22:38.683497: step 672, loss 0.359057, acc 0.734375
2019-04-28T16:22:38.837507: step 673, loss 0.3323, acc 0.84375
2019-04-28T16:22:39.013424: step 674, loss 0.296647, acc 0.78125
2019-04-28T16:22:39.192740: step 675, loss 0.312841, acc 0.796875
2019-04-28T16:22:39.360241: step 676, loss 0.265906, acc 0.875
2019-04-28T16:22:39.523574: step 677, loss 0.285099, acc 0.828125
2019-04-28T16:22:39.689112: step 678, loss 0.26357, acc 0.8125
2019-04-28T16:22:39.847229: step 679, loss 0.342168, acc 0.859375
